grid_lat,grid_lon,pcell_cid,pcell_freq,scell_1_cid,scell_1_freq,scell_2_cid,scell_2_freq,scell_3_cid,scell_3_freq,seconds_since_epoch,throughput,past_seconds_since_rrc_request
40.4285,-86.9165,338,41374,338,41176,338,40978,None,None,1571272527,16531248.0,7
40.4285,-86.9165,338,41374,338,41176,338,40978,None,None,1571272528,21754064.0,8
40.4285,-86.9165,338,41374,338,41176,338,40978,None,None,1571272529,50594592.0,9
40.4285,-86.9165,338,41374,338,41176,338,40978,None,None,1571272530,20477120.0,10
40.4285,-86.9165,338,41374,338,41176,338,40978,None,None,1571272531,49628256.0,11
40.4285,-86.9165,338,41374,338,41176,338,40978,None,None,1571272532,53528112.0,12
40.4285,-86.9165,338,41374,338,41176,338,40978,None,None,1571272533,46269088.0,13
40.4285,-86.9165,338,41374,338,41176,338,40978,None,None,1571272534,44324912.0,14
40.4285,-86.9165,338,41374,338,41176,338,40978,None,None,1571272535,40240992.0,15
40.4285,-86.9165,338,41374,338,41176,338,40978,None,None,1571272536,32682864.0,16
40.4285,-86.9165,338,41374,338,41176,338,40978,None,None,1571272537,37111904.0,17
40.4285,-86.9165,338,41374,338,41176,338,40978,None,None,1571272538,42254192.0,18
40.4285,-86.9165,338,41374,338,41176,338,40978,None,None,1571272539,36686256.0,19
40.4285,-86.9165,338,41374,338,41176,338,40978,None,None,1571272540,26033552.0,20
40.4285,-86.9165,338,41374,338,41176,338,40978,None,None,1571272541,26907856.0,21
40.4285,-86.9165,338,41374,338,41176,338,40978,None,None,1571272542,30232512.0,22
40.4285,-86.9165,338,41374,338,41176,338,40978,None,None,1571272543,48397328.0,23
40.428,-86.9165,338,41374,338,41176,338,40978,None,None,1571272544,55012128.0,24
40.428,-86.9165,338,41374,338,41176,338,40978,None,None,1571272545,62052576.0,25
40.428,-86.9165,338,41374,338,41176,338,40978,None,None,1571272546,78560816.0,26
40.428,-86.9165,338,41374,338,41176,338,40978,None,None,1571272547,94321296.0,27
40.428,-86.9165,338,41374,338,41176,338,40978,None,None,1571272548,59636736.0,28
