grid_lat,grid_lon,pcell_cid,pcell_freq,scell_1_cid,scell_1_freq,scell_2_cid,scell_2_freq,scell_3_cid,scell_3_freq,seconds_since_epoch,throughput,past_seconds_since_rrc_request
40.417,-86.8935,172,2250,94,5035,None,None,None,None,1583695638,5569216.0,2
40.417,-86.8935,172,2250,94,5035,None,None,None,None,1583695639,9504768.0,3
40.417,-86.8935,172,2250,94,5035,None,None,None,None,1583695640,12288640.0,4
40.417,-86.8935,172,2250,94,5035,None,None,None,None,1583695641,12300288.0,5
40.417,-86.8935,172,2250,94,5035,None,None,None,None,1583695642,18345600.0,6
40.417,-86.8935,172,2250,94,5035,None,None,None,None,1583695643,12591488.0,7
40.417,-86.8935,172,2250,94,5035,None,None,None,None,1583695644,12113920.0,8
40.417,-86.8935,172,2250,94,5035,None,None,None,None,1583695645,12498304.0,9
40.417,-86.8935,172,2250,94,5035,None,None,None,None,1583695646,12311936.0,10
40.417,-86.8935,172,2250,94,5035,None,None,None,None,1583695647,17052672.0,11
40.417,-86.8935,172,2250,94,5035,None,None,None,None,1583695648,20919808.0,12
40.417,-86.8935,172,2250,94,5035,None,None,None,None,1583695649,19626880.0,13
40.417,-86.8935,172,2250,94,5035,None,None,None,None,1583695651,21513856.0,15
40.417,-86.8935,172,2250,94,5035,None,None,None,None,1583695652,20570368.0,16
40.417,-86.8935,172,2250,94,5035,None,None,None,None,1583695653,20500480.0,17
40.417,-86.8935,172,2250,94,5035,None,None,None,None,1583695654,12148864.0,18
40.417,-86.8935,172,2250,94,5035,None,None,None,None,1583695655,12743616.0,19
40.417,-86.8935,172,2250,94,5035,None,None,None,None,1583695656,15095808.0,20
40.417,-86.893,250,2250,247,5035,None,None,None,None,1583695657,9970688.0,21
40.417,-86.893,250,2250,247,5035,None,None,None,None,1583695658,7140224.0,22
40.417,-86.893,250,2250,247,5035,None,None,None,None,1583695659,10692864.0,23
40.417,-86.893,250,2250,247,5035,None,None,None,None,1583695660,15841280.0,24
40.417,-86.893,250,2250,247,5035,None,None,None,None,1583695661,15841280.0,25
40.417,-86.893,250,2250,247,5035,None,None,None,None,1583695662,8153600.0,26
40.417,-86.893,250,2250,247,5035,None,None,None,None,1583695663,7700032.0,27
40.417,-86.893,250,2250,247,5035,None,None,None,None,1583695664,10459904.0,28
40.417,-86.893,250,2250,247,5035,None,None,None,None,1583695665,9481472.0,29
40.417,-86.893,250,2250,247,5035,None,None,None,None,1583695666,9330048.0,30
40.417,-86.893,250,2250,247,5035,None,None,None,None,1583695667,9155328.0,31
40.417,-86.893,250,2250,247,5035,None,None,None,None,1583695668,8561280.0,32
40.417,-86.893,250,2250,247,5035,None,None,None,None,1583695669,9924096.0,33
40.417,-86.893,250,2250,247,5035,None,None,None,None,1583695670,9166976.0,34
40.417,-86.893,250,2250,247,5035,None,None,None,None,1583695671,8631168.0,35
40.417,-86.893,250,2250,247,5035,None,None,None,None,1583695672,9260160.0,36
40.417,-86.893,250,2250,247,5035,None,None,None,None,1583695673,10366720.0,37
40.417,-86.893,250,2250,247,5035,None,None,None,None,1583695674,9539712.0,38
40.417,-86.893,250,2250,247,5035,None,None,None,None,1583695675,10075520.0,39
40.417,-86.893,250,2250,247,5035,None,None,None,None,1583695676,9656192.0,40
40.417,-86.8925,250,2250,247,5035,None,None,None,None,1583695677,6767488.0,41
40.417,-86.8925,250,2250,247,5035,None,None,None,None,1583695678,6534528.0,42
40.417,-86.8925,250,2250,247,5035,None,None,None,None,1583695679,5474560.0,43
40.417,-86.8925,250,2250,247,5035,None,None,None,None,1583695680,6371456.0,44
40.417,-86.892,250,2250,247,5035,None,None,None,None,1583695681,5521152.0,45
40.417,-86.892,250,2250,247,5035,None,None,None,None,1583695682,4402944.0,46
40.417,-86.892,250,2250,247,5035,None,None,None,None,1583695683,6627712.0,47
40.417,-86.892,250,2250,247,5035,None,None,None,None,1583695684,5323136.0,48
40.417,-86.8915,250,2250,247,5035,None,None,None,None,1583695685,5742464.0,49
40.417,-86.8915,250,2250,247,5035,None,None,None,None,1583695686,7326592.0,50
40.417,-86.8915,250,2250,247,5035,None,None,None,None,1583695687,6452992.0,51
40.417,-86.8915,250,2250,247,5035,None,None,None,None,1583695688,3622528.0,52
40.417,-86.891,250,2250,247,5035,None,None,None,None,1583695689,4438592.0,53
40.417,-86.891,250,2250,247,5035,None,None,None,None,1583695690,5008640.0,54
40.417,-86.891,250,2250,247,5035,None,None,None,None,1583695691,2981888.0,55
40.417,-86.891,250,2250,247,5035,None,None,None,None,1583695692,3168256.0,56
40.417,-86.8905,250,2250,247,5035,None,None,None,None,1583695693,3856192.0,57
40.417,-86.8905,250,2250,247,5035,None,None,None,None,1583695694,2702336.0,58
40.417,-86.8905,250,2250,247,5035,None,None,None,None,1583695695,2900352.0,59
40.417,-86.8905,250,2250,247,5035,None,None,None,None,1583695696,3389568.0,60
40.417,-86.8905,250,2250,247,5035,None,None,None,None,1583695697,4577664.0,61
40.417,-86.89,250,2250,247,5035,None,None,None,None,1583695698,6534528.0,62
40.417,-86.89,250,2250,247,5035,None,None,None,None,1583695699,8351616.0,63
40.417,-86.89,250,2250,247,5035,None,None,None,None,1583695700,7221760.0,64
40.417,-86.89,250,2250,247,5035,None,None,None,None,1583695701,5765760.0,65
40.417,-86.8895,250,2250,247,5035,None,None,None,None,1583695702,4472832.0,66
40.417,-86.8895,250,2250,247,5035,None,None,None,None,1583695703,6779136.0,67
40.417,-86.8895,250,2250,247,5035,None,None,None,None,1583695704,8468096.0,68
40.417,-86.889,250,2250,247,5035,None,None,None,None,1583695705,11519872.0,69
40.417,-86.889,250,2250,247,5035,None,None,None,None,1583695706,8654464.0,70
40.417,-86.889,250,2250,247,5035,None,None,None,None,1583695707,7536256.0,71
40.417,-86.889,250,2250,247,5035,None,None,None,None,1583695708,6464640.0,72
40.417,-86.8885,250,2250,247,5035,None,None,None,None,1583695709,5952128.0,73
40.417,-86.8885,250,2250,247,5035,None,None,None,None,1583695710,7606144.0,74
40.417,-86.8885,250,2250,247,5035,None,None,None,None,1583695711,11380096.0,75
40.417,-86.888,250,2250,247,5035,None,None,None,None,1583695712,7501312.0,76
40.417,-86.888,250,2250,247,5035,None,None,None,None,1583695713,7489664.0,77
40.417,-86.888,250,2250,247,5035,None,None,None,None,1583695714,6616064.0,78
40.417,-86.888,250,2250,247,5035,None,None,None,None,1583695715,7699328.0,79
40.417,-86.8875,250,2250,247,5035,None,None,None,None,1583695716,7291648.0,80
40.417,-86.8875,250,2250,247,5035,None,None,None,None,1583695717,5614336.0,81
40.417,-86.8875,250,2250,247,5035,None,None,None,None,1583695718,3902080.0,82
40.417,-86.8875,250,2250,247,5035,None,None,None,None,1583695719,3098368.0,83
40.417,-86.887,250,2250,247,5035,None,None,None,None,1583695720,2725632.0,84
40.417,-86.887,250,2250,247,5035,None,None,None,None,1583695721,2993536.0,85
40.417,-86.887,250,2250,247,5035,None,None,None,None,1583695722,2294656.0,86
40.417,-86.887,250,2250,247,5035,None,None,None,None,1583695723,1735552.0,87
40.417,-86.887,172,2250,94,5035,None,None,None,None,1583695724,1770496.0,88
40.417,-86.887,172,2250,94,5035,None,None,None,None,1583695725,5393024.0,89
40.417,-86.887,172,2250,94,5035,None,None,None,None,1583695726,6604416.0,90
40.417,-86.887,172,2250,94,5035,None,None,None,None,1583695727,6022016.0,91
40.417,-86.887,172,2250,94,5035,None,None,None,None,1583695728,6010368.0,92
40.417,-86.887,172,2250,94,5035,None,None,None,None,1583695729,4065152.0,93
40.417,-86.887,172,2250,94,5035,None,None,None,None,1583695730,4239872.0,94
40.417,-86.887,172,2250,94,5035,None,None,None,None,1583695731,4484480.0,95
40.417,-86.887,172,2250,94,5035,None,None,None,None,1583695732,6790784.0,96
40.417,-86.887,172,2250,94,5035,None,None,None,None,1583695733,5509504.0,97
40.417,-86.887,172,2250,94,5035,None,None,None,None,1583695734,4951104.0,98
40.417,-86.887,172,2250,94,5035,None,None,None,None,1583695736,6301568.0,100
