grid_lat,grid_lon,pcell_cid,pcell_freq,scell_1_cid,scell_1_freq,scell_2_cid,scell_2_freq,scell_3_cid,scell_3_freq,seconds_since_epoch,past_seconds_since_rrc_request
40.454,-86.9035,283,40978,None,None,None,None,None,None,1584323035,0
40.454,-86.9035,283,40978,None,None,None,None,None,None,1584323036,1
40.454,-86.9035,283,40978,None,None,None,None,None,None,1584323037,2
40.454,-86.9035,283,40978,None,None,None,None,None,None,1584323038,3
40.454,-86.9035,283,40978,283,41176,283,41374,None,None,1584323039,0
40.454,-86.9035,283,40978,283,41176,283,41374,None,None,1584323040,1
40.454,-86.9035,283,40978,283,41176,283,41374,None,None,1584323041,2
40.454,-86.9035,283,40978,283,41176,283,41374,None,None,1584323042,3
40.454,-86.9035,283,40978,283,41176,283,41374,None,None,1584323043,4
40.454,-86.9035,283,40978,283,41176,283,41374,None,None,1584323044,5
40.454,-86.9035,283,40978,283,41176,283,41374,None,None,1584323045,6
40.454,-86.9035,283,40978,283,41176,283,41374,None,None,1584323046,7
40.454,-86.9035,283,40978,283,41176,283,41374,None,None,1584323047,8
40.454,-86.9035,283,40978,283,41176,283,41374,None,None,1584323048,9
40.454,-86.9035,283,40978,283,41176,283,41374,None,None,1584323049,10
40.454,-86.9035,283,40978,None,None,None,None,None,None,1584323050,11
40.454,-86.9035,283,40978,None,None,None,None,None,None,1584323056,17
40.454,-86.9035,283,40978,283,41176,283,41374,None,None,1584323057,18
40.454,-86.9035,283,40978,None,None,None,None,None,None,1584323058,19
40.454,-86.9035,283,40978,283,41176,283,41374,None,None,1584323059,20
40.454,-86.9035,283,40978,None,None,None,None,None,None,1584323060,21
40.454,-86.9035,283,40978,None,None,None,None,None,None,1584323061,22
40.454,-86.9035,283,40978,283,41176,283,41374,None,None,1584323062,23
40.454,-86.9035,283,40978,None,None,None,None,None,None,1584323063,24
40.454,-86.9035,283,40978,283,41176,283,41374,None,None,1584323064,25
40.454,-86.9035,283,40978,None,None,None,None,None,None,1584323065,26
40.454,-86.9035,283,40978,None,None,None,None,None,None,1584323066,27
40.454,-86.9035,283,40978,283,41176,283,41374,None,None,1584323067,28
40.454,-86.9035,283,40978,None,None,None,None,None,None,1584323068,29
40.454,-86.9035,283,40978,283,41176,283,41374,None,None,1584323069,30
40.454,-86.9035,283,40978,None,None,None,None,None,None,1584323070,31
40.454,-86.9035,283,40978,None,None,None,None,None,None,1584323071,32
40.454,-86.9035,283,40978,283,41176,283,41374,None,None,1584323072,33
40.454,-86.9035,283,40978,None,None,None,None,None,None,1584323073,34
40.454,-86.9035,283,40978,None,None,283,41374,None,None,1584323074,35
40.454,-86.9035,283,40978,283,41176,None,None,None,None,1584323075,36
40.454,-86.9035,283,40978,None,None,None,None,None,None,1584323076,37
40.454,-86.9035,283,40978,283,41176,283,41374,None,None,1584323077,38
40.454,-86.9035,283,40978,None,None,None,None,None,None,1584323078,39
40.454,-86.9035,283,40978,None,None,None,None,None,None,1584323079,40
40.454,-86.9035,283,40978,283,41176,283,41374,None,None,1584323080,41
40.454,-86.9035,283,40978,None,None,None,None,None,None,1584323081,42
40.454,-86.9035,283,40978,283,41176,283,41374,None,None,1584323082,43
40.454,-86.9035,283,40978,None,None,None,None,None,None,1584323083,44
40.454,-86.9035,283,40978,None,None,None,None,None,None,1584323084,45
40.454,-86.9035,283,40978,283,41176,283,41374,None,None,1584323085,46
40.454,-86.9035,283,40978,None,None,None,None,None,None,1584323086,47
40.454,-86.9035,283,40978,283,41176,283,41374,None,None,1584323087,48
40.454,-86.9035,283,40978,None,None,None,None,None,None,1584323088,49
40.454,-86.9035,283,40978,None,None,None,None,None,None,1584323089,50
40.454,-86.9035,283,40978,283,41176,283,41374,None,None,1584323090,51
40.454,-86.9035,283,40978,None,None,None,None,None,None,1584323091,52
40.454,-86.9035,283,40978,283,41176,283,41374,None,None,1584323092,53
40.454,-86.9035,76,8140,76,8665,None,None,None,None,1584323093,54
40.454,-86.9035,76,8140,76,8665,None,None,None,None,1584323094,55
40.454,-86.9035,76,8140,None,None,None,None,None,None,1584323095,56
40.454,-86.9035,76,8140,None,None,None,None,None,None,1584323096,57
40.454,-86.9035,76,8140,None,None,None,None,None,None,1584323097,58
40.454,-86.9035,76,8140,None,None,None,None,None,None,1584323098,59
40.454,-86.9035,76,8140,None,None,None,None,None,None,1584323099,60
40.454,-86.9035,76,8140,None,None,None,None,None,None,1584323100,61
40.454,-86.9035,76,8140,None,None,None,None,None,None,1584323101,62
40.454,-86.9035,76,8140,None,None,None,None,None,None,1584323102,63
40.454,-86.9035,76,8140,None,None,None,None,None,None,1584323103,64
40.454,-86.9035,76,8140,None,None,None,None,None,None,1584323104,65
40.454,-86.9035,76,8140,None,None,None,None,None,None,1584323105,66
40.454,-86.9035,76,8140,None,None,None,None,None,None,1584323106,67
40.454,-86.9035,76,8665,None,None,None,None,None,None,1584323107,68
40.454,-86.9035,76,8665,None,None,None,None,None,None,1584323108,69
40.454,-86.9035,76,8665,76,8140,None,None,None,None,1584323109,70
40.454,-86.9035,76,8665,None,None,None,None,None,None,1584323110,71
40.454,-86.9035,76,8665,None,None,None,None,None,None,1584323111,72
40.454,-86.9035,76,8665,76,8140,None,None,None,None,1584323112,73
40.454,-86.9035,76,8665,None,None,None,None,None,None,1584323113,74
40.454,-86.9035,76,8665,76,8140,None,None,None,None,1584323114,75
40.454,-86.9035,76,8665,None,None,None,None,None,None,1584323115,76
40.454,-86.9035,76,8665,None,None,None,None,None,None,1584323116,77
40.454,-86.9035,76,8665,76,8140,None,None,None,None,1584323117,78
40.454,-86.9035,76,8140,None,None,None,None,None,None,1584323118,79
40.454,-86.903,76,8140,76,8665,None,None,None,None,1584323119,80
40.454,-86.903,76,8140,None,None,None,None,None,None,1584323120,81
40.454,-86.903,76,8140,None,None,None,None,None,None,1584323121,82
40.454,-86.903,76,8140,None,None,None,None,None,None,1584323122,83
40.454,-86.903,76,8140,None,None,None,None,None,None,1584323123,84
40.454,-86.903,76,8140,None,None,None,None,None,None,1584323124,85
40.454,-86.903,76,8140,None,None,None,None,None,None,1584323125,86
40.454,-86.903,76,8140,None,None,None,None,None,None,1584323126,87
40.454,-86.903,76,8140,None,None,None,None,None,None,1584323127,88
40.454,-86.903,76,8140,None,None,None,None,None,None,1584323128,89
40.454,-86.903,76,8140,None,None,None,None,None,None,1584323129,90
40.454,-86.903,76,8140,None,None,None,None,None,None,1584323130,91
40.4535,-86.903,76,8140,None,None,None,None,None,None,1584323131,92
40.4535,-86.903,76,8140,None,None,None,None,None,None,1584323132,93
40.4535,-86.903,76,8140,None,None,None,None,None,None,1584323133,94
40.4535,-86.903,76,8140,None,None,None,None,None,None,1584323134,95
40.4535,-86.903,76,8140,None,None,None,None,None,None,1584323135,96
40.453,-86.903,76,8140,None,None,None,None,None,None,1584323140,3
40.453,-86.903,76,8140,None,None,None,None,None,None,1584323141,4
40.453,-86.903,76,8140,None,None,None,None,None,None,1584323142,5
40.453,-86.903,76,8140,None,None,None,None,None,None,1584323143,6
40.453,-86.903,76,8140,None,None,None,None,None,None,1584323144,7
40.453,-86.903,76,8140,None,None,None,None,None,None,1584323145,8
40.453,-86.9035,76,8140,None,None,None,None,None,None,1584323146,9
40.453,-86.9035,76,8140,None,None,None,None,None,None,1584323147,10
40.453,-86.9035,76,8140,None,None,None,None,None,None,1584323148,11
40.453,-86.9035,76,8140,None,None,None,None,None,None,1584323149,12
40.453,-86.9035,76,8140,None,None,None,None,None,None,1584323150,13
40.453,-86.9035,76,8140,None,None,None,None,None,None,1584323151,14
40.453,-86.9035,76,8140,None,None,None,None,None,None,1584323152,15
40.453,-86.9035,76,8140,None,None,None,None,None,None,1584323153,16
40.453,-86.9035,76,8140,None,None,None,None,None,None,1584323154,17
40.4535,-86.905,76,8140,None,None,None,None,None,None,1584323155,18
40.4535,-86.905,76,8140,None,None,None,None,None,None,1584323156,19
40.4535,-86.905,76,8140,None,None,None,None,None,None,1584323157,20
40.4535,-86.905,76,8140,None,None,None,None,None,None,1584323158,21
40.4535,-86.905,76,8140,None,None,None,None,None,None,1584323159,22
40.453,-86.905,76,8140,None,None,None,None,None,None,1584323160,23
40.453,-86.906,76,8140,None,None,None,None,None,None,1584323161,24
40.453,-86.906,283,41374,283,41176,283,40978,None,None,1584323162,25
40.453,-86.906,283,41374,283,41176,283,40978,None,None,1584323163,26
40.453,-86.906,283,41374,283,41176,283,40978,None,None,1584323164,27
40.453,-86.906,283,41374,283,41176,283,40978,None,None,1584323165,28
40.453,-86.906,283,41374,283,41176,283,40978,None,None,1584323166,29
40.453,-86.906,283,41374,283,41176,283,40978,None,None,1584323167,30
40.453,-86.906,283,41374,283,41176,283,40978,None,None,1584323168,31
40.453,-86.906,283,41374,283,41176,283,40978,None,None,1584323169,32
40.453,-86.906,283,41374,283,41176,283,40978,None,None,1584323170,33
40.4525,-86.906,283,41374,283,41176,283,40978,None,None,1584323171,34
40.4525,-86.906,283,41374,283,41176,283,40978,None,None,1584323172,35
40.4525,-86.906,283,41374,283,41176,283,40978,None,None,1584323173,36
40.4525,-86.906,283,41374,283,41176,283,40978,None,None,1584323174,37
40.4525,-86.9065,283,41374,283,41176,283,40978,None,None,1584323175,38
40.4525,-86.9065,283,41374,283,41176,283,40978,None,None,1584323176,39
40.4525,-86.9065,283,41374,283,41176,283,40978,None,None,1584323177,40
40.4525,-86.9065,283,41374,283,41176,283,40978,None,None,1584323178,41
40.4525,-86.9065,283,41374,283,41176,283,40978,None,None,1584323179,42
40.4525,-86.9075,283,41374,283,41176,283,40978,None,None,1584323180,43
40.4525,-86.9075,283,41374,283,41176,283,40978,None,None,1584323181,44
40.4525,-86.9075,283,41374,283,41176,283,40978,None,None,1584323182,45
40.4525,-86.9075,283,41374,283,41176,283,40978,None,None,1584323183,46
40.4525,-86.9075,283,41374,283,41176,283,40978,None,None,1584323184,47
40.4525,-86.9075,283,41374,283,41176,283,40978,None,None,1584323185,48
40.4525,-86.9075,283,41374,283,41176,283,40978,None,None,1584323186,49
40.4525,-86.9075,283,41374,283,41176,283,40978,None,None,1584323187,50
40.4525,-86.9075,283,41374,283,41176,283,40978,None,None,1584323188,51
40.4525,-86.9075,283,41374,283,41176,283,40978,None,None,1584323189,52
40.4525,-86.9085,283,41374,283,41176,283,40978,None,None,1584323190,53
40.4525,-86.9085,283,41374,283,41176,283,40978,None,None,1584323191,54
40.4525,-86.9085,283,41374,283,41176,283,40978,None,None,1584323192,55
40.4525,-86.9085,283,41374,283,41176,283,40978,None,None,1584323193,56
40.4525,-86.9085,283,41374,283,41176,283,40978,None,None,1584323194,57
40.4525,-86.9105,283,41374,283,41176,283,40978,None,None,1584323195,58
40.4525,-86.9105,283,41374,283,41176,283,40978,None,None,1584323196,59
40.4525,-86.9105,283,41374,283,41176,283,40978,None,None,1584323197,60
40.4525,-86.9105,283,41374,283,41176,283,40978,None,None,1584323198,61
40.4525,-86.9105,283,41374,283,41176,283,40978,None,None,1584323199,62
40.453,-86.9105,283,41374,283,41176,283,40978,None,None,1584323200,63
40.453,-86.9105,283,41374,283,41176,283,40978,None,None,1584323201,64
40.453,-86.9105,283,41374,283,41176,283,40978,None,None,1584323202,65
40.453,-86.9105,283,41374,283,41176,283,40978,None,None,1584323203,66
40.453,-86.9105,283,41374,283,41176,283,40978,None,None,1584323204,67
40.453,-86.9105,283,41374,283,41176,283,40978,None,None,1584323205,68
40.453,-86.912,283,41374,283,41176,283,40978,None,None,1584323206,69
40.453,-86.912,283,41374,283,41176,283,40978,None,None,1584323207,70
40.453,-86.912,283,41374,283,41176,283,40978,None,None,1584323208,71
40.453,-86.912,283,41374,283,41176,283,40978,None,None,1584323209,72
40.453,-86.913,283,41374,283,41176,283,40978,None,None,1584323210,73
40.453,-86.913,283,41374,283,41176,283,40978,None,None,1584323211,74
40.453,-86.913,283,41374,283,41176,283,40978,None,None,1584323212,75
40.453,-86.913,283,41374,283,41176,283,40978,None,None,1584323213,76
40.453,-86.913,283,41374,283,41176,283,40978,None,None,1584323214,77
40.453,-86.914,283,41374,283,41176,283,40978,None,None,1584323215,78
40.453,-86.914,283,41374,283,41176,283,40978,None,None,1584323216,79
40.453,-86.914,283,41374,283,41176,283,40978,None,None,1584323217,80
40.453,-86.914,283,41374,283,41176,283,40978,None,None,1584323218,81
40.453,-86.914,283,41374,283,41176,283,40978,None,None,1584323219,82
40.453,-86.915,283,41374,283,41176,283,40978,None,None,1584323220,83
40.453,-86.9175,283,41374,283,41176,283,40978,None,None,1584323221,84
40.453,-86.9175,283,41374,283,41176,283,40978,None,None,1584323222,85
40.453,-86.9175,283,41374,283,41176,283,40978,None,None,1584323223,86
40.453,-86.9175,283,41374,283,41176,283,40978,None,None,1584323224,87
40.453,-86.9175,283,41374,283,41176,283,40978,None,None,1584323225,88
40.453,-86.9175,283,41374,283,41176,283,40978,None,None,1584323226,89
40.453,-86.9175,283,41374,283,41176,283,40978,None,None,1584323227,90
40.453,-86.9175,283,41374,283,41176,283,40978,None,None,1584323228,91
40.453,-86.9175,283,41374,283,41176,283,40978,None,None,1584323229,92
40.453,-86.9175,283,41374,283,41176,283,40978,None,None,1584323230,93
40.453,-86.9175,283,41374,283,41176,283,40978,None,None,1584323231,94
40.453,-86.9205,283,41374,283,41176,283,40978,None,None,1584323241,1
40.453,-86.9205,283,41374,283,41176,283,40978,None,None,1584323242,2
40.453,-86.9205,283,41374,283,41176,283,40978,None,None,1584323243,3
40.453,-86.9205,283,41374,283,41176,283,40978,None,None,1584323244,4
40.453,-86.9205,283,41374,283,41176,283,40978,None,None,1584323245,5
40.4535,-86.921,283,41374,283,41176,283,40978,None,None,1584323246,6
40.4535,-86.921,283,41374,283,41176,283,40978,None,None,1584323247,7
40.4535,-86.921,283,41374,283,41176,283,40978,None,None,1584323248,8
40.4535,-86.921,283,41374,283,41176,283,40978,None,None,1584323249,9
40.4535,-86.921,283,41374,None,None,283,40978,None,None,1584323250,10
40.4535,-86.9225,283,41374,283,41176,283,40978,None,None,1584323251,11
40.4535,-86.9225,283,41374,283,41176,283,40978,None,None,1584323252,12
40.4535,-86.9225,283,41374,283,41176,283,40978,None,None,1584323253,13
40.4535,-86.9225,283,41374,283,41176,283,40978,None,None,1584323254,14
40.4535,-86.9225,283,41374,283,41176,283,40978,None,None,1584323255,15
40.453,-86.9225,283,41374,283,41176,283,40978,None,None,1584323256,16
40.453,-86.9225,283,41374,283,41176,283,40978,None,None,1584323257,17
40.453,-86.9225,283,41374,283,41176,283,40978,None,None,1584323258,18
40.453,-86.9225,283,41374,283,41176,283,40978,None,None,1584323259,19
40.453,-86.9225,283,41374,None,None,283,40978,None,None,1584323260,20
40.453,-86.9225,283,41374,283,41176,None,None,None,None,1584323261,21
40.453,-86.924,283,41374,283,41176,283,40978,None,None,1584323262,22
40.453,-86.924,283,41374,283,41176,283,40978,None,None,1584323263,23
40.453,-86.924,283,41374,283,41176,283,40978,None,None,1584323264,24
40.453,-86.924,283,41374,None,None,283,40978,None,None,1584323265,25
40.453,-86.924,283,41374,283,41176,283,40978,None,None,1584323266,26
40.453,-86.924,283,41374,283,41176,283,40978,None,None,1584323267,27
40.453,-86.924,283,41374,283,41176,283,40978,None,None,1584323268,28
40.453,-86.924,283,41374,283,41176,283,40978,None,None,1584323269,29
40.453,-86.924,283,41374,None,None,283,40978,None,None,1584323270,30
40.4525,-86.9245,283,41374,283,41176,283,40978,None,None,1584323271,31
40.4525,-86.9245,283,41374,283,41176,283,40978,None,None,1584323272,32
40.4525,-86.9245,422,41374,422,41176,422,40978,None,None,1584323273,33
40.4525,-86.9245,422,41374,422,41176,422,40978,None,None,1584323274,34
40.4525,-86.9245,422,41374,422,41176,422,40978,None,None,1584323275,35
40.4525,-86.9245,422,41374,422,41176,422,40978,None,None,1584323276,36
40.4525,-86.9245,422,41374,422,41176,422,40978,None,None,1584323277,37
40.4525,-86.9245,422,41374,422,41176,422,40978,None,None,1584323278,38
40.4525,-86.9245,422,41374,422,41176,422,40978,None,None,1584323279,39
40.4525,-86.9245,422,41374,None,None,422,40978,None,None,1584323280,40
40.4515,-86.9245,422,41374,422,41176,422,40978,None,None,1584323281,41
40.4515,-86.9245,422,41374,422,41176,422,40978,None,None,1584323282,42
40.4515,-86.9245,422,41374,422,41176,422,40978,None,None,1584323283,43
40.4515,-86.9245,422,41374,422,41176,422,40978,None,None,1584323284,44
40.4515,-86.9245,422,41374,422,41176,422,40978,None,None,1584323285,45
40.4515,-86.9245,422,41374,422,41176,422,40978,None,None,1584323286,46
40.4515,-86.9245,422,41374,422,41176,422,40978,None,None,1584323287,47
40.4515,-86.9245,422,41374,422,41176,422,40978,None,None,1584323288,48
40.4515,-86.9245,422,41374,422,41176,422,40978,None,None,1584323289,49
40.4515,-86.9245,422,41374,None,None,422,40978,None,None,1584323290,50
40.4505,-86.9245,422,41374,422,41176,422,40978,None,None,1584323291,51
40.4505,-86.9245,422,41374,422,41176,422,40978,None,None,1584323292,52
40.4505,-86.9245,422,41374,422,41176,422,40978,None,None,1584323293,53
40.4505,-86.9245,422,41374,422,41176,422,40978,None,None,1584323294,54
40.4505,-86.9245,422,41374,422,41176,422,40978,None,None,1584323295,55
40.4505,-86.9245,422,41374,422,41176,422,40978,None,None,1584323296,56
40.4505,-86.9245,422,41374,422,41176,422,40978,None,None,1584323297,57
40.4505,-86.9245,422,41374,422,41176,422,40978,None,None,1584323298,58
40.4505,-86.9245,422,41374,422,41176,422,40978,None,None,1584323299,59
40.4505,-86.9245,422,41374,None,None,422,40978,None,None,1584323300,60
40.4505,-86.9245,422,41374,422,41176,422,40978,None,None,1584323301,61
40.4505,-86.9245,422,41374,None,None,422,40978,None,None,1584323302,62
40.4505,-86.9245,422,41374,422,41176,422,40978,None,None,1584323303,63
40.4505,-86.9245,422,41374,422,41176,422,40978,None,None,1584323304,64
40.4505,-86.9245,422,41374,None,None,422,40978,None,None,1584323305,65
40.4505,-86.9245,422,41374,422,41176,422,40978,None,None,1584323306,66
40.4505,-86.9245,422,41374,422,41176,422,40978,None,None,1584323307,67
40.4505,-86.9245,422,41374,422,41176,422,40978,None,None,1584323308,68
40.4505,-86.9245,422,41374,422,41176,422,40978,None,None,1584323309,69
40.4505,-86.9245,422,41374,None,None,422,40978,None,None,1584323310,70
40.45,-86.925,422,41374,422,41176,422,40978,None,None,1584323311,71
40.45,-86.925,422,41374,422,41176,422,40978,None,None,1584323312,72
40.45,-86.925,422,41374,422,41176,422,40978,None,None,1584323313,73
40.45,-86.925,422,41374,422,41176,422,40978,None,None,1584323314,74
40.45,-86.925,422,41374,422,41176,422,40978,None,None,1584323315,75
40.4495,-86.9245,422,41374,422,41176,422,40978,None,None,1584323316,76
40.4495,-86.9245,422,41374,422,41176,422,40978,None,None,1584323317,77
40.4495,-86.9245,422,41374,422,41176,422,40978,None,None,1584323318,78
40.4495,-86.9245,422,41374,422,41176,422,40978,None,None,1584323319,79
40.4495,-86.9245,422,41374,422,41176,422,40978,None,None,1584323320,80
40.449,-86.924,422,41374,422,41176,422,40978,None,None,1584323321,81
40.449,-86.924,422,41374,422,41176,422,40978,None,None,1584323322,82
40.449,-86.924,422,41374,422,41176,422,40978,None,None,1584323323,83
40.449,-86.924,422,41374,422,41176,422,40978,None,None,1584323324,84
40.449,-86.924,422,41374,422,41176,422,40978,None,None,1584323325,85
40.449,-86.924,422,41374,422,41176,422,40978,None,None,1584323326,86
40.449,-86.924,422,41374,422,41176,422,40978,None,None,1584323327,87
40.449,-86.924,422,41374,422,41176,422,40978,None,None,1584323328,88
40.4485,-86.9235,422,41374,422,41176,422,40978,None,None,1584323329,89
40.4485,-86.9235,422,41374,422,41176,422,40978,None,None,1584323330,90
40.4485,-86.9235,422,41374,422,41176,422,40978,None,None,1584323331,91
40.4485,-86.9235,422,41374,422,41176,422,40978,None,None,1584323332,92
40.4485,-86.9235,422,41374,422,41176,422,40978,None,None,1584323333,93
40.4485,-86.923,422,41374,422,41176,422,40978,None,None,1584323334,94
40.4485,-86.923,422,41374,422,41176,422,40978,None,None,1584323335,95
40.4485,-86.923,422,41374,422,41176,422,40978,None,None,1584323336,96
40.4485,-86.923,422,41374,422,41176,422,40978,None,None,1584323337,97
40.4485,-86.923,422,41374,422,41176,422,40978,None,None,1584323338,98
40.4475,-86.9225,422,41374,422,41176,422,40978,None,None,1584323339,99
40.4475,-86.9225,283,41374,283,41176,283,40978,None,None,1584323340,100
40.4475,-86.9225,283,41374,283,41176,283,40978,None,None,1584323341,101
40.4475,-86.9225,283,41374,283,41176,283,40978,None,None,1584323342,102
40.4475,-86.9225,283,41374,283,41176,283,40978,None,None,1584323343,103
40.446,-86.9215,283,41374,283,41176,283,40978,None,None,1584323349,4
40.446,-86.9215,283,41374,283,41176,283,40978,None,None,1584323350,5
40.446,-86.9215,283,41374,283,41176,283,40978,None,None,1584323351,6
40.446,-86.9215,283,41374,283,41176,283,40978,None,None,1584323352,7
40.446,-86.9215,283,41374,283,41176,283,40978,None,None,1584323353,8
40.446,-86.9215,283,41374,283,41176,283,40978,None,None,1584323354,9
40.446,-86.9215,283,41374,283,41176,283,40978,None,None,1584323355,10
40.446,-86.9215,283,41374,283,41176,283,40978,None,None,1584323356,11
40.446,-86.9215,283,41374,283,41176,283,40978,None,None,1584323357,12
40.446,-86.9215,283,41374,283,41176,283,40978,None,None,1584323358,13
40.445,-86.921,283,41374,283,41176,283,40978,None,None,1584323359,14
40.445,-86.921,283,41374,283,41176,283,40978,None,None,1584323360,15
40.445,-86.921,283,41374,283,41176,283,40978,None,None,1584323361,16
40.445,-86.921,283,41374,283,41176,283,40978,None,None,1584323362,17
40.4445,-86.9205,283,41374,283,41176,283,40978,None,None,1584323363,18
40.444,-86.9205,283,41374,283,41176,283,40978,None,None,1584323364,19
40.444,-86.9205,283,41374,283,41176,283,40978,None,None,1584323365,20
40.444,-86.9205,283,41374,283,41176,283,40978,None,None,1584323366,21
40.444,-86.9205,283,41374,283,41176,283,40978,None,None,1584323367,22
40.444,-86.9205,283,41374,283,41176,283,40978,None,None,1584323368,23
40.444,-86.9195,283,41374,283,41176,283,40978,None,None,1584323369,24
40.444,-86.9195,283,41374,283,41176,283,40978,None,None,1584323370,25
40.444,-86.9195,283,41374,283,41176,283,40978,None,None,1584323371,26
40.444,-86.9195,283,41374,283,41176,283,40978,None,None,1584323372,27
40.444,-86.9195,283,41374,283,41176,283,40978,None,None,1584323373,28
40.4425,-86.9195,283,41374,283,41176,283,40978,None,None,1584323374,29
40.4425,-86.9195,283,41374,283,41176,283,40978,None,None,1584323375,30
40.4425,-86.9195,283,41374,283,41176,283,40978,None,None,1584323376,31
40.4425,-86.9195,283,41374,283,41176,283,40978,None,None,1584323377,32
40.4425,-86.9195,283,41374,283,41176,283,40978,None,None,1584323378,33
40.4425,-86.919,283,41374,283,41176,283,40978,None,None,1584323379,34
40.4425,-86.919,283,41374,283,41176,283,40978,None,None,1584323380,35
40.4425,-86.919,283,41374,283,41176,283,40978,None,None,1584323381,36
40.4425,-86.919,283,41374,283,41176,283,40978,None,None,1584323382,37
40.4425,-86.919,283,41374,283,41176,283,40978,None,None,1584323383,38
40.4415,-86.9185,283,41374,None,None,283,40978,None,None,1584323384,39
40.4415,-86.9185,283,41374,283,41176,None,None,None,None,1584323385,40
40.4415,-86.9185,283,41374,None,None,283,40978,None,None,1584323386,41
40.4415,-86.9185,283,41374,None,None,283,40978,None,None,1584323387,42
40.4415,-86.9185,283,41374,283,41176,None,None,None,None,1584323388,43
40.4405,-86.918,283,41374,None,None,None,None,None,None,1584323389,44
40.4405,-86.918,283,41374,283,41176,283,40978,None,None,1584323390,45
40.4405,-86.918,283,41374,None,None,None,None,None,None,1584323391,46
40.4405,-86.918,283,41374,None,None,283,40978,None,None,1584323392,47
40.4405,-86.918,283,41374,283,41176,None,None,None,None,1584323393,48
40.44,-86.918,283,41374,283,41176,283,40978,None,None,1584323394,49
40.44,-86.918,76,8140,76,8665,None,None,None,None,1584323395,50
40.44,-86.918,448,8140,448,8665,None,None,None,None,1584323396,51
40.44,-86.918,448,8140,448,8665,None,None,None,None,1584323397,52
40.44,-86.918,448,8140,None,None,None,None,None,None,1584323398,53
40.44,-86.918,448,8140,448,8665,None,None,None,None,1584323399,54
40.439,-86.918,448,8140,448,8665,None,None,None,None,1584323400,55
40.439,-86.918,448,8140,None,None,None,None,None,None,1584323401,56
40.439,-86.918,448,8140,448,8665,None,None,None,None,1584323402,57
40.439,-86.918,448,8140,None,None,None,None,None,None,1584323403,58
40.439,-86.9175,448,8140,None,None,None,None,None,None,1584323404,59
40.4385,-86.917,448,8140,448,8665,None,None,None,None,1584323405,60
40.4385,-86.917,240,41374,240,41176,240,40978,None,None,1584323406,61
40.4385,-86.917,240,41374,240,41176,240,40978,None,None,1584323407,62
40.4385,-86.917,240,41374,240,41176,240,40978,None,None,1584323408,63
40.4385,-86.917,240,41374,240,41176,240,40978,None,None,1584323409,64
40.4385,-86.917,240,41374,240,41176,240,40978,None,None,1584323410,65
40.4375,-86.9165,240,41374,240,41176,240,40978,None,None,1584323411,66
40.4375,-86.9165,240,41374,240,41176,240,40978,None,None,1584323412,67
40.4375,-86.9165,240,41374,240,41176,240,40978,None,None,1584323413,68
40.4375,-86.9165,240,41374,240,41176,240,40978,None,None,1584323414,69
40.4375,-86.9165,240,41374,240,41176,240,40978,None,None,1584323415,70
40.4375,-86.9165,240,41374,240,41176,240,40978,None,None,1584323416,71
40.4375,-86.9165,240,41374,240,41176,240,40978,None,None,1584323417,72
40.4375,-86.9165,240,41374,240,41176,240,40978,None,None,1584323418,73
40.4375,-86.9165,240,41374,240,41176,240,40978,None,None,1584323419,74
40.4375,-86.916,240,41374,240,41176,240,40978,None,None,1584323420,75
40.4375,-86.916,240,41374,240,41176,240,40978,None,None,1584323421,76
40.4375,-86.916,240,41374,240,41176,240,40978,None,None,1584323422,77
40.4375,-86.916,240,41374,240,41176,240,40978,None,None,1584323423,78
40.4375,-86.916,240,41374,None,None,None,None,None,None,1584323424,79
40.4365,-86.9155,240,41374,240,41176,240,40978,None,None,1584323425,80
40.4365,-86.9155,240,41374,240,41176,240,40978,None,None,1584323426,81
40.4365,-86.9155,240,41374,240,41176,240,40978,None,None,1584323427,82
40.4365,-86.9155,240,41374,240,41176,240,40978,None,None,1584323428,83
40.4365,-86.9155,240,41374,240,41176,240,40978,None,None,1584323429,84
40.436,-86.915,240,41374,240,41176,240,40978,None,None,1584323430,85
40.436,-86.915,240,41374,240,41176,240,40978,None,None,1584323431,86
40.436,-86.915,240,41374,240,41176,240,40978,None,None,1584323432,87
40.436,-86.915,240,41374,240,41176,240,40978,None,None,1584323433,88
40.436,-86.915,240,41374,240,41176,240,40978,None,None,1584323434,89
40.435,-86.915,240,41374,240,41176,240,40978,None,None,1584323435,90
40.435,-86.915,448,8665,448,8140,None,None,None,None,1584323436,91
40.435,-86.915,448,8665,None,None,None,None,None,None,1584323437,92
40.435,-86.915,448,8665,448,8140,None,None,None,None,1584323438,93
40.435,-86.915,448,8665,None,None,None,None,None,None,1584323439,94
40.4345,-86.915,448,8665,None,None,None,None,None,None,1584323440,95
40.4345,-86.915,448,8665,448,8140,None,None,None,None,1584323441,96
40.4345,-86.915,448,8140,None,None,None,None,None,None,1584323442,97
40.4345,-86.915,448,8140,None,None,None,None,None,None,1584323443,98
40.4345,-86.915,448,8140,448,8665,None,None,None,None,1584323444,99
40.4335,-86.915,448,8140,448,8665,None,None,None,None,1584323449,3
40.4335,-86.915,448,8140,None,None,None,None,None,None,1584323450,4
40.4335,-86.915,448,8140,448,8665,None,None,None,None,1584323451,5
40.4335,-86.915,244,40978,244,41176,None,None,None,None,1584323452,6
40.4335,-86.915,244,40978,244,41176,244,41374,None,None,1584323453,7
